"id","ChapterId","ChapterCode","ChapterName","Alert","DueDate","URL"
"alert-129","336e99a4-9eaa-4489-9bab-4c8f7181ade7","CHP326","Nu Pi-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/326"
"alert-130","4852e1fd-5165-44b5-8607-4c9914152e67","CHP193","Theta Gamma-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/193"
"alert-131","c51de4d5-91fe-4a27-9511-4dee5973bfa4","CHP323","Nu Nu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/323"
"alert-132","a72b54e2-7313-4a82-ba65-4dffa900f915","CHP270","Lambda Theta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/270"
"alert-133","976a7bcd-7cbd-4b3d-8ffb-4ed60c584027","CHP166","Zeta Omega-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/166"
"alert-134","80748240-d9d3-4c09-b183-4eef99ee480c","CHP483","Phi Epsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/483"
"alert-135","3649eb66-f57a-4af7-964a-5028ba864eee","CHP141","Epsilon Psi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/141"
"alert-136","fb529c31-8098-4c76-9297-503789427030","CHP026","Alpha Delta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/026"
"alert-137","d834f5f8-52fd-49d8-ab6b-5108ccb3cf78","CHP537","Psi Lambda Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/537"
"alert-138","6dd47c55-f757-4868-86b8-51f063fa566e","CHP094","Gamma Omega Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/094"
"alert-139","0228717d-38a8-4706-a100-52d2e612f78a","CHP332","Nu Chi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/332"
"alert-140","2b78cd3a-48cb-406e-ad6f-52d492186e5a","CHP008","Iota Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/008"
"alert-141","774aee8f-30d2-4a19-8f4d-55ff99be1172","CHP237","Iota Psi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/237"
"alert-142","e87d20bc-7956-4284-8357-5661376602ec","CHP074","Gamma Delta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/074"
"alert-143","b26fa260-6a4b-4196-b3ea-568fa4f78cbb","CHP372","Omicron Xi-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/372"
"alert-144","2707e5ce-6828-471c-bebf-5698583de8e6","CHP460","Upsilon Zeta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/460"
"alert-145","1bf0461c-e530-46ff-a448-56d2a19b9d6c","CHP490","Phi Mu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/490"
"alert-146","88780f03-9285-4763-a551-57626bc5bc75","CHP331","Nu Phi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/331"
"alert-147","6d45f9e9-25dc-49e9-a061-57bc3b332be2","CHP122","Epsilon Delta-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/122"
"alert-148","59e012a0-f704-4a84-a144-591c5882d6f0","CHP217","Iota Gamma Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/217"
"alert-149","4d74b143-170b-424f-a2d2-5a189702dea6","CHP328","Nu Sigma Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/328"
"alert-150","5ddeb38b-de76-414e-a74b-5ae11c4243f4","CHP511","Chi Iota Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/511"
"alert-151","209034ca-167e-4340-8054-5af94800471f","CHP118","Delta Omega Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/118"
"alert-152","b0724bba-199c-4052-a748-5b9969e39fe9","CHP260","Kappa Chi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/260"
"alert-153","6e479adf-6fdc-415f-bbc5-5ba7f56e5ced","CHP385","Pi Gamma Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/385"
"alert-154","960ce316-b0fa-4c22-afc4-5c7857141369","CHP157","Zeta Omicron Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/157"
"alert-155","dfac2123-fc7b-4143-ae2f-5cb091012a81","CHP546","Psi Upsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/546"
"alert-156","59aa11ca-67eb-4abc-bc24-5cb75c3f19d0","CHP244","Kappa Zeta-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/244"
"alert-157","62e96294-ca6c-4944-a8a1-5cdb19eb6f8c","CHP351","Xi Rho Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/351"
"alert-158","a8c08ce5-b9af-4c14-9511-5d50105c27ee","CHP254","Kappa Pi-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/254"
"alert-159","4db82f7e-9a6c-4406-a0f0-5e25a72ef228","CHP069","Beta Psi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/069"
"alert-160","32a182ed-a45c-4491-819b-5e6a9e9cc625","CHP359","Omicron Alpha Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/359"
"alert-161","50d2c03e-3800-42d1-94d9-5ecf0435966c","CHP248","Kappa Kappa Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/248"
"alert-162","093964c5-55dd-4175-b0be-5ed2fa0cc09d","CHP233","Iota Tau Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/233"
"alert-163","a8a3e322-9214-4857-8146-5fa9e1973ed3","CHP169","Eta Gamma Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/169"
"alert-164","5792235f-e356-48a0-814e-600aafd3238b","CHP283","Lambda Phi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/283"
"alert-165","8a665031-d258-469a-8b0b-60d45d37f29f","CHP051","Beta Epsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/051"
"alert-166","a4b86d89-0c6e-42bf-92f9-60e3a7503ba8","CHP259","Kappa Phi-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/259"
"alert-167","fcad7f56-62e4-42c4-a6c3-6197d8746a5a","CHP060","Beta Xi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/060"
"alert-168","c5036100-448f-4566-b364-627772e1f0db","CHP264","Lambda Beta-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/264"
"alert-169","d5437eb2-67c8-4066-9ea0-62c064a44fd3","CHP489","Phi Lambda Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/489"
"alert-170","1a27aff9-6313-42fd-8519-6410f2ef98b7","CHP031","Alpha Iota Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/031"
"alert-171","93586b63-aaf4-4531-9bc9-642e1c68cb86","CHP493","Phi Omicron Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/493"
"alert-172","febf2a7b-9671-4398-a7bc-648a87bbc83a","CHP125","Epsilon Eta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/125"
"alert-173","4be076bc-f145-4ddd-86fe-652d466eb4a7","CHP471","Upsilon Rho Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/471"
"alert-174","a982d326-c0db-490e-a474-659ce208f583","CHP230","Iota Pi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/230"
"alert-175","10930a4f-917b-422f-96b0-65bb822db4bc","CHP478","Upsilon Omega Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/478"
"alert-176","7e327ece-1f27-4a01-8ab9-6714e203c70d","CHP533","Psi Eta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/533"
"alert-177","217af8ea-20f9-4cf5-b369-67890db8f344","CHP070","Beta Omega Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/070"
"alert-178","20e86f5d-8f11-4575-b066-688ed01a9e1b","CHP322","Nu Mu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/322"
"alert-179","2038a076-ea0d-4a3e-b774-69128d740e8d","CHP272","Lambda Kappa Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/272"
"alert-180","530a7461-821f-4a7e-92d5-6954d97317a2","CHP273","Lambda Lambda Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/273"
"alert-181","57a4f494-8390-4bf3-9dfe-6ae5ded48d5e","CHP147","Zeta Epsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/147"
"alert-182","c522f396-25d9-4976-a072-6b0a524dd239","CHP411","Rho Epsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/411"
"alert-183","f6064b31-1710-4148-a993-6b7fb84fe616","CHP417","Rho Lambda Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/417"
"alert-184","fc55bbd2-d447-4a14-9ff2-6b81aa963e86","CHP415","Rho Iota Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/415"
"alert-185","53df140b-d12a-4ca9-ae09-6be7fa9ec9d7","CHP211","Theta Phi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/211"
"alert-186","e5313885-3d0f-45fe-90dd-6cb37d32a90f","CHP040","Alpha Sigma Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/040"
"alert-187","7fec2352-4750-4c63-8e1c-6ce98906528a","CHP132","Epsilon Xi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/132"
"alert-188","eb0296c7-bdc9-478e-bde7-705d06ac1bf8","CHP450","Tau Upsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/450"
"alert-189","7283b76d-9803-4003-b058-70cc413dd50a","CHP073","Gamma Gamma Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/073"
"alert-190","d1176709-9c4c-4698-bb1b-715a1962c63b","CHP001","Alpha Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/001"
"alert-191","0be86892-ac94-4753-92a8-7215f4eb32e1","CHP047","Beta Alpha Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/047"
"alert-192","6305750f-3a95-4f81-9048-72294d16810a","CHP409","Rho Gamma Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/409"
"alert-193","f31a2e34-e9eb-406a-8372-728ddd9b5828","CHP146","Zeta Delta-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/146"
"alert-194","89b98a91-9d1b-459b-88ed-7322c3f2f567","CHP499","Phi Phi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/499"
"alert-195","da03f062-7891-4505-9e77-73fa22f3f0e7","CHP510","Chi Theta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/510"
"alert-196","1ad06698-ee92-472c-a924-74310b8ae849","CHP514","Chi Mu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/514"
"alert-197","bfd13219-06d7-4ebc-85b2-74f6cdfd19be","CHP152","Zeta Kappa-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/152"
"alert-198","1f4aa0e7-347a-40c5-94bb-753de2882cf6","CHP222","Iota Theta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/222"
"alert-199","d8154425-df18-46be-81b4-75abc6777d47","CHP013","Xi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/013"
"alert-200","585ac25a-e1fc-42a9-a6ed-75b0c0d5254d","CHP012","Nu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/012"
"alert-201","d7a42c0a-d0a2-4fe6-a948-75e9bbfdc38d","CHP267","Lambda Epsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/267"
"alert-202","11529dac-a5d8-4f69-8bad-762995bbbd29","CHP365","Omicron Eta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/365"
"alert-203","e459cdfe-44bc-457c-a6f6-76a0e56e1eea","CHP521","Chi Tau Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/521"
"alert-204","5e978fd5-26cc-4171-939f-788afbc809e8","CHP494","Phi Pi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/494"
"alert-205","e3a6bc7b-967d-47ac-b3a3-79c417d929e5","CHP299","Mu Nu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/299"
"alert-206","cce9e4ce-ce6e-4ebb-b132-79def3f6831d","CHP309","Mu Psi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/309"
"alert-207","4c25bdc1-c0e0-4432-a248-7a2984b88220","CHP158","Zeta Pi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/158"
"alert-208","14c6fd16-899d-48a2-8d23-7b67b0335d0d","CHP293","Mu Eta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/293"
"alert-209","186d0a41-498a-4b66-b967-7bc7a6b8c2f7","CHP269","Lambda Eta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/269"
"alert-210","5bbf6256-29fb-4064-9098-7c0bad978bfa","CHP106","Delta Mu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/106"
"alert-211","8da51312-9939-4ee7-8090-7d0673dce861","CHP378","Omicron Upsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/378"
"alert-212","3107303f-4483-4e61-8f29-7e5970ec539f","CHP314","Nu Delta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/314"
"alert-213","d54f7e4c-5ce8-4a23-85e3-7e75d6bf412c","CHP448","Tau Sigma-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/448"
"alert-214","159056cc-c050-40b5-b20f-7f241736bfe9","CHP263","Lambda Alpha-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/263"
"alert-215","9b44827e-4420-4f9e-9073-8008ac972b3a","CHP435","Tau Epsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/435"
"alert-216","4f761978-29a9-48b4-8386-80bef1a9baf2","CHP458","Upsilon Delta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/458"
"alert-217","aea752b9-58b5-4b14-83a2-81b19c51e78f","CHP182","Eta Pi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/182"
"alert-218","39acd55e-29c5-4c4d-a90a-8235f7160b1e","CHP418","Rho Mu-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/418"
"alert-219","95dd5090-1eae-42b7-8f42-82a16f96eda8","CHP004","Epsilon Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/004"
"alert-220","961d38ac-4aac-44f8-83db-83ae3daea632","CHP295","Mu Iota Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/295"
"alert-221","33251d79-a070-42b1-a074-84cca515a615","CHP497","Phi Tau Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/497"
"alert-222","dbbc1ad6-ca9b-4292-8e66-8524931cb781","CHP466","Upsilon Mu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/466"
"alert-223","4217e8af-0f46-41e8-b2d5-8696318cc4fc","CHP479","Phi Alpha Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/479"
"alert-224","60cf1934-1296-4441-91f1-86a5d9e15b5b","CHP305","Mu Tau Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/305"
"alert-225","ed797376-4adf-40e8-b5ec-86c54770cbfd","CHP648","Beta Beta Chapter (Houston)","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/648"
"alert-226","1daa2175-39fd-4fb0-ad5d-88096a93a41c","CHP517","Chi Omicron-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/517"
"alert-227","a0b3e0cd-00f3-4399-952f-88944edd089e","CHP453","Tau Psi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/453"
"alert-228","3d4bef38-1f9c-41bc-84b6-8914eae42a71","CHP135","Epsilon Rho Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/135"
"alert-229","dceb22a4-c18e-4823-b8fa-898bab147f35","CHP156","Zeta Xi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/156"
"alert-230","c435002f-e2f4-4466-909b-89a884d70091","CHP366","Omicron Theta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/366"
"alert-231","4c742354-f5a1-40f4-a66e-89e3a27c52a4","CHP423","Rho Rho Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/423"
"alert-232","090fdcd4-58eb-41a7-9549-8b3c311f2dc3","CHP486","Phi Theta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/486"
"alert-233","bfe5c421-c677-442c-a844-8b4d1fdc9936","CHP199","Theta Iota Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/199"
"alert-234","639b7738-2a1f-4110-b453-8c1b6d2d205d","CHP247","Kappa Iota Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/247"
"alert-235","19cf9274-77e5-4892-982f-8c81c035dd23","CHP140","Epsilon Chi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/140"
"alert-236","a2e232e8-4cdf-41c4-b60b-8ca1aa140166","CHP108","Delta Xi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/108"
"alert-237","7e48ccf4-85aa-435f-ad02-8cf9fdd5c344","CHP325","Nu Omicron-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/325"
"alert-238","7910e8de-221f-4d6c-a191-8d477d17dcd2","CHP509","Chi Eta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/509"
"alert-239","000c2c5f-fb29-4031-b970-8d7fecd4907b","CHP455","Upsilon Alpha Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/455"
"alert-240","3705a0c2-6d6e-4a06-8f6f-8de6a3e51ba8","CHP005","Zeta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/005"
"alert-241","83d2f27f-11ae-4027-a118-8ee09fcdd9bb","CHP131","Epsilon Nu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/131"
"alert-242","ba890b4b-9db3-419a-ba24-8f6edcb04d38","CHP438","Tau Theta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/438"
"alert-243","560b34f6-2ad2-4929-9002-8fbc8fb401d3","CHP035","Alpha Nu Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/035"
"alert-244","5ebfcff1-e10c-4432-aba7-8fcb478f00f3","CHP153","Zeta Lambda Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/153"
"alert-245","4116ed17-fb83-4526-9211-8fee3056dea7","CHP380","Omicron Chi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/380"
"alert-246","13d8cde8-0fc5-40ea-8b2a-9011100ca88c","CHP089","Gamma Tau-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/089"
"alert-247","4f1e5dbf-c852-42c9-be28-90c0187d4789","CHP419","Rho Nu-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/419"
"alert-248","3104a379-3e22-43d3-8836-9105a2fccc16","CHP373","Omicron Omicron-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/373"
"alert-249","1bb39450-663d-4c4b-8d2d-915cb3befd8f","CHP029","Alpha Eta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/029"
"alert-250","a60f080a-a5b3-40d1-ba89-929f2986c814","CHP523","Chi Phi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/523"
"alert-251","77701e99-921e-4a55-ac1a-92becea05b44","CHP516","Chi Xi-at-Large Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/516"
"alert-252","33079924-c557-4613-bca2-93029a240b72","CHP098","Delta Delta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/098"
"alert-253","bf9a4504-66a4-4b95-8107-9652783b9055","CHP384","Pi Beta Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/384"
"alert-254","585ed64a-b5d5-4614-b5d4-965b43c9e50f","CHP128","Epsilon Kappa Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/128"
"alert-255","051a324a-11e9-42e6-9b43-9733797074d4","CHP446","Tau Pi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/446"
"alert-256","7c46c2f2-1134-4791-8524-9779dce4ad98","CHP355","Xi Phi Chapter","Chapter Annual Report is due by 2 August 2017.","8/2/2017 12:00:00 AM","https://management.nursingsociety.org/Chapter/355"
